Date,AAPL,MSFT,SPY
06-02-2017,29.9742527,56.99909973,197.6537628
07-02-2017,30.25953865,56.81101227,197.6623535
08-02-2017,30.37685585,56.73040009,197.9213409
09-02-2017,30.59636116,57.3752594,199.0956116
10-02-2017,30.52704811,57.32152939,199.8812256
13-02-2017,30.79737854,57.96639633,200.9691162
14-02-2017,31.1971035,58.18266678,201.7720642
15-02-2017,31.31031799,58.14661789,202.8253479
16-02-2017,31.27335358,58.13759995,202.6526489
17-02-2017,31.35883713,58.22772598,202.9721375
21-02-2017,31.58527946,58.11057281,204.1809082
22-02-2017,31.68001747,57.99342728,203.9995728
23-02-2017,31.54600716,58.22772598,204.1377258
24-02-2017,31.57603836,58.22772598,204.3967133
27-02-2017,31.6384201,57.87630463,204.7161865
28-02-2017,31.65228462,57.65102768,204.1636505
01-03-2017,32.29924393,58.51605988,207.0214233
02-03-2017,32.10746384,57.67805099,205.7177887
03-03-2017,32.29692459,57.89430237,205.847229
06-03-2017,32.19527054,57.91233444,205.2342072
07-03-2017,32.23685837,58.02946472,204.6212006
08-03-2017,32.11670685,58.56110001,204.2413025
09-03-2017,32.0427742,58.326828,204.5002899
10-03-2017,32.14905167,58.50704956,205.2169342
13-03-2017,32.16290665,58.30879593,205.3205566
14-03-2017,32.11439133,58.03848648,204.5348663
15-03-2017,32.45405579,58.34486008,206.3048096
16-03-2017,32.50719833,58.24573135,205.8989716
17-03-2017,32.34544373,58.45297241,205.5373993
20-03-2017,32.68510818,58.50704956,205.3119354
21-03-2017,32.31079483,57.85827255,202.6758575
