Date,MSFT_vol
11-08-2017,0.01069986
14-08-2017,0.011108735
15-08-2017,0.012016051
16-08-2017,0.011508397
17-08-2017,0.011196688
18-08-2017,0.012170079
21-08-2017,0.011663178
22-08-2017,0.01137641
23-08-2017,0.011729294
24-08-2017,0.011472307
25-08-2017,0.011022454
28-08-2017,0.010613232
29-08-2017,0.010249028
30-08-2017,0.009921353
31-08-2017,0.010732996
01-09-2017,0.010897023
05-09-2017,0.011025759
06-09-2017,0.010897089
07-09-2017,0.010569886
08-09-2017,0.010841959
11-09-2017,0.010572484
12-09-2017,0.010672643
13-09-2017,0.010303209
14-09-2017,0.010236632
15-09-2017,0.010180338
18-09-2017,0.010130018
19-09-2017,0.009879153
20-09-2017,0.009676492
21-09-2017,0.009862913
22-09-2017,0.010203188
25-09-2017,0.009886296
26-09-2017,0.010968702
27-09-2017,0.01067976
28-09-2017,0.010611729
29-09-2017,0.010245973
02-10-2017,0.01022217
03-10-2017,0.009920475
04-10-2017,0.009796191
05-10-2017,0.009624949
06-10-2017,0.01106572
09-10-2017,0.0106594
10-10-2017,0.010351717
11-10-2017,0.010012174
12-10-2017,0.009720414
13-10-2017,0.009826965
16-10-2017,0.009732814
17-10-2017,0.009471526
18-10-2017,0.009233099
19-10-2017,0.009021695
20-10-2017,0.008893453
23-10-2017,0.009483961
24-10-2017,0.009243368
25-10-2017,0.009027381
26-10-2017,0.008922217
27-10-2017,0.008745406
30-10-2017,0.02275364
31-10-2017,0.02150679
01-11-2017,0.020383265
02-11-2017,0.019149371
03-11-2017,0.018470491
06-11-2017,0.017393384
07-11-2017,0.016481794
08-11-2017,0.015629401
09-11-2017,0.01484413
10-11-2017,0.014307653
13-11-2017,0.013626338
14-11-2017,0.012981843
15-11-2017,0.012389903
16-11-2017,0.01233497
17-11-2017,0.011806737
20-11-2017,0.011976112
21-11-2017,0.01147068
22-11-2017,0.011805665
24-11-2017,0.011490648
27-11-2017,0.011039603
28-11-2017,0.010948559
29-11-2017,0.01127054
30-11-2017,0.012465683
01-12-2017,0.012165213
04-12-2017,0.011647907
05-12-2017,0.017520915
06-12-2017,0.016520877
07-12-2017,0.016420468
08-12-2017,0.015585546
11-12-2017,0.016029107
12-12-2017,0.016038666
13-12-2017,0.015257536
14-12-2017,0.014479892
15-12-2017,0.014008974
18-12-2017,0.015487548
19-12-2017,0.014700009
20-12-2017,0.014220384
21-12-2017,0.013626723
22-12-2017,0.012967724
26-12-2017,0.012396062
27-12-2017,0.011863409
28-12-2017,0.011381824
29-12-2017,0.010935532
02-01-2018,0.010610663
03-01-2018,0.010332468
04-01-2018,0.010087353
05-01-2018,0.010209964
08-01-2018,0.010761778
09-01-2018,0.010406678
10-01-2018,0.010071872
11-01-2018,0.00991302
12-01-2018,0.0096339
16-01-2018,0.010922491
17-01-2018,0.011436037
18-01-2018,0.012531384
19-01-2018,0.011979781
22-01-2018,0.011484304
23-01-2018,0.012284514
24-01-2018,0.011943552
25-01-2018,0.011481598
26-01-2018,0.011219386
29-01-2018,0.012447323
30-01-2018,0.011896509
31-01-2018,0.012349885
01-02-2018,0.014106659
02-02-2018,0.013554513
05-02-2018,0.016287619
06-02-2018,0.022291043
07-02-2018,0.023557993
08-02-2018,0.022969603
09-02-2018,0.028921318
12-02-2018,0.028581794
13-02-2018,0.027292388
14-02-2018,0.025562978
15-02-2018,0.024628772
16-02-2018,0.024342178
20-02-2018,0.022878281
21-02-2018,0.021592447
22-02-2018,0.0207716
23-02-2018,0.019506433
26-02-2018,0.019995372
27-02-2018,0.019753468
28-02-2018,0.019124189
01-03-2018,0.018071958
02-03-2018,0.017503884
05-03-2018,0.016503801
06-03-2018,0.015646112
07-03-2018,0.014838231
08-03-2018,0.014111247
09-03-2018,0.013612004
12-03-2018,0.01488947
13-03-2018,0.014206407
14-03-2018,0.016004282
15-03-2018,0.01547971
16-03-2018,0.014666797
19-03-2018,0.013943658
20-03-2018,0.014869342
21-03-2018,0.014095701
22-03-2018,0.013692041
23-03-2018,0.016952696
26-03-2018,0.020184175
