Date,AAPL_vol
29-03-2017,0.012066287
30-03-2017,0.011693819
31-03-2017,0.011359314
03-04-2017,0.011090422
04-04-2017,0.010809636
05-04-2017,0.010687237
06-04-2017,0.010561321
07-04-2017,0.010435012
10-04-2017,0.010244463
11-04-2017,0.010084219
12-04-2017,0.010602213
13-04-2017,0.010368769
17-04-2017,0.01034886
18-04-2017,0.010217483
19-04-2017,0.010177188
20-04-2017,0.010094173
21-04-2017,0.01050163
24-04-2017,0.010281576
25-04-2017,0.010367221
26-04-2017,0.010371588
27-04-2017,0.010372751
28-04-2017,0.010162384
01-05-2017,0.009980455
02-05-2017,0.011507477
03-05-2017,0.011358742
04-05-2017,0.011110199
05-05-2017,0.010912272
08-05-2017,0.011884545
09-05-2017,0.014194972
10-05-2017,0.013806713
11-05-2017,0.013388251
12-05-2017,0.013229758
15-05-2017,0.013478333
16-05-2017,0.013006414
17-05-2017,0.012571426
18-05-2017,0.016322474
19-05-2017,0.01608682
22-05-2017,0.015392632
23-05-2017,0.014790913
24-05-2017,0.014208046
25-05-2017,0.013652545
26-05-2017,0.01313515
30-05-2017,0.012663156
31-05-2017,0.012250958
01-06-2017,0.011993331
02-06-2017,0.011624566
05-06-2017,0.01220261
06-06-2017,0.012302128
07-06-2017,0.01192255
08-06-2017,0.011693691
09-06-2017,0.01138486
12-06-2017,0.017284012
13-06-2017,0.018413879
14-06-2017,0.017589119
15-06-2017,0.017112047
16-06-2017,0.016632369
19-06-2017,0.016514581
20-06-2017,0.017817026
21-06-2017,0.01720412
22-06-2017,0.016440599
23-06-2017,0.015702333
26-06-2017,0.015090957
27-06-2017,0.014560358
28-06-2017,0.014630732
29-06-2017,0.014481943
30-06-2017,0.014546328
03-07-2017,0.013955209
05-07-2017,0.013451154
06-07-2017,0.012975418
07-07-2017,0.012990843
10-07-2017,0.012877725
11-07-2017,0.012525547
12-07-2017,0.012147088
13-07-2017,0.01176236
14-07-2017,0.012323692
17-07-2017,0.012152268
18-07-2017,0.011832945
19-07-2017,0.011500387
20-07-2017,0.011395427
21-07-2017,0.011235399
24-07-2017,0.010940413
25-07-2017,0.011209282
26-07-2017,0.011006256
27-07-2017,0.010776494
28-07-2017,0.012119143
31-07-2017,0.012071925
01-08-2017,0.011853722
02-08-2017,0.011720285
03-08-2017,0.018214185
04-08-2017,0.017536077
07-08-2017,0.016731805
08-08-2017,0.016840015
09-08-2017,0.016296837
10-08-2017,0.015609946
11-08-2017,0.017917798
14-08-2017,0.017399115
15-08-2017,0.01732022
16-08-2017,0.016757711
17-08-2017,0.01606442
18-08-2017,0.016455985
21-08-2017,0.01576679
22-08-2017,0.015081728
23-08-2017,0.015077138
24-08-2017,0.014439204
25-08-2017,0.013964074
28-08-2017,0.013450495
29-08-2017,0.013335158
30-08-2017,0.013075918
31-08-2017,0.012631741
01-09-2017,0.012248325
05-09-2017,0.011854225
06-09-2017,0.012222589
07-09-2017,0.011853723
08-09-2017,0.011604444
11-09-2017,0.012645163
12-09-2017,0.013196491
13-09-2017,0.012772681
14-09-2017,0.012714267
15-09-2017,0.012663987
18-09-2017,0.01261418
19-09-2017,0.012547591
20-09-2017,0.012127158
21-09-2017,0.013137757
22-09-2017,0.01391553
25-09-2017,0.013996906
26-09-2017,0.01378582
27-09-2017,0.013929349
28-09-2017,0.013593529
29-09-2017,0.013335533
02-10-2017,0.012949497
03-10-2017,0.012510555
04-10-2017,0.01213378
05-10-2017,0.011985946
06-10-2017,0.012187715
09-10-2017,0.011806847
10-10-2017,0.011492023
11-10-2017,0.011173001
12-10-2017,0.010974972
13-10-2017,0.010836535
16-10-2017,0.010769079
17-10-2017,0.01180086
18-10-2017,0.011536959
19-10-2017,0.011377052
20-10-2017,0.013363962
23-10-2017,0.012869363
24-10-2017,0.012423771
25-10-2017,0.012075157
26-10-2017,0.011838857
27-10-2017,0.011633647
30-10-2017,0.015694142
31-10-2017,0.016789211
01-11-2017,0.016550907
02-11-2017,0.016185787
03-11-2017,0.015615471
06-11-2017,0.017077155
07-11-2017,0.016601371
08-11-2017,0.015849634
09-11-2017,0.015418912
10-11-2017,0.014763833
13-11-2017,0.014208352
14-11-2017,0.013730845
15-11-2017,0.014161006
16-11-2017,0.014467062
17-11-2017,0.014270329
20-11-2017,0.01386429
21-11-2017,0.013359433
22-11-2017,0.01402153
24-11-2017,0.013919035
27-11-2017,0.013382732
28-11-2017,0.01297553
29-11-2017,0.012690147
30-11-2017,0.014107797
01-12-2017,0.014040842
04-12-2017,0.013584699
05-12-2017,0.013408931
06-12-2017,0.012936078
07-12-2017,0.012531423
08-12-2017,0.012113506
11-12-2017,0.011731725
12-12-2017,0.012689773
13-12-2017,0.012366991
14-12-2017,0.011975001
15-12-2017,0.011606465
18-12-2017,0.011684276
19-12-2017,0.0120544
20-12-2017,0.012122981
21-12-2017,0.011780309
22-12-2017,0.011510504
26-12-2017,0.011194429
27-12-2017,0.013882823
28-12-2017,0.013353963
29-12-2017,0.01287466
02-01-2018,0.013043598
03-01-2018,0.013473706
04-01-2018,0.012971167
05-01-2018,0.012538828
08-01-2018,0.012632731
09-01-2018,0.012252626
10-01-2018,0.011871081
11-01-2018,0.011512053
12-01-2018,0.011278064
16-01-2018,0.011388045
17-01-2018,0.011215197
18-01-2018,0.011956768
19-01-2018,0.011597085
22-01-2018,0.011393372
23-01-2018,0.011474342
24-01-2018,0.011153159
25-01-2018,0.012290507
26-01-2018,0.013409291
29-01-2018,0.012910363
30-01-2018,0.014212752
31-01-2018,0.013992549
01-02-2018,0.013457079
02-02-2018,0.012954609
05-02-2018,0.019326626
06-02-2018,0.020396895
07-02-2018,0.02295232
08-02-2018,0.022775553
09-02-2018,0.023973379
12-02-2018,0.022971342
13-02-2018,0.025162617
14-02-2018,0.023903709
15-02-2018,0.023351896
16-02-2018,0.024630802
20-02-2018,0.023270813
21-02-2018,0.022063841
22-02-2018,0.020909656
23-02-2018,0.019947487
26-02-2018,0.019633129
27-02-2018,0.019630104
28-02-2018,0.018661693
01-03-2018,0.017743629
02-03-2018,0.01782673
05-03-2018,0.017060985
06-03-2018,0.016273349
07-03-2018,0.015542867
08-03-2018,0.015301699
09-03-2018,0.01505163
12-03-2018,0.015244262
13-03-2018,0.014935805
14-03-2018,0.01473474
15-03-2018,0.01435315
16-03-2018,0.013772864
19-03-2018,0.013298583
20-03-2018,0.014029494
21-03-2018,0.013483595
22-03-2018,0.015140666
23-03-2018,0.015417859
26-03-2018,0.016912722
27-03-2018,0.021480251
28-03-2018,0.022067325
29-03-2018,0.021313334
02-04-2018,0.020277569
03-04-2018,0.019279292
04-04-2018,0.01836018
05-04-2018,0.018795652
06-04-2018,0.017913384
09-04-2018,0.018770323
10-04-2018,0.01798484
11-04-2018,0.018273046
12-04-2018,0.017505882
13-04-2018,0.016897135
16-04-2018,0.016159799
17-04-2018,0.015532381
18-04-2018,0.015404417
19-04-2018,0.014744952
20-04-2018,0.017115929
23-04-2018,0.021319305
24-04-2018,0.020283166
25-04-2018,0.019894132
26-04-2018,0.018876066
27-04-2018,0.017943911
30-04-2018,0.017515997
01-05-2018,0.017390609
02-05-2018,0.018268496
03-05-2018,0.021978108
04-05-2018,0.020837173
07-05-2018,0.023315122
08-05-2018,0.02226586
09-05-2018,0.021151782
10-05-2018,0.020134794
11-05-2018,0.019817269
14-05-2018,0.018903495
15-05-2018,0.017964636
16-05-2018,0.017461253
17-05-2018,0.016909278
18-05-2018,0.01635395
21-05-2018,0.015655585
22-05-2018,0.015038666
23-05-2018,0.014408534
24-05-2018,0.013865359
25-05-2018,0.013326468
29-05-2018,0.01283494
30-05-2018,0.012442039
31-05-2018,0.012082658
01-06-2018,0.011780305
04-06-2018,0.012602596
05-06-2018,0.012441759
06-06-2018,0.012236043
07-06-2018,0.011885941
08-06-2018,0.01154901
11-06-2018,0.011707185
12-06-2018,0.011404584
13-06-2018,0.011159139
14-06-2018,0.011236319
15-06-2018,0.010949551
18-06-2018,0.011208369
19-06-2018,0.010938636
20-06-2018,0.012045376
21-06-2018,0.011698957
22-06-2018,0.011574602
25-06-2018,0.011317709
26-06-2018,0.012299985
27-06-2018,0.012477464
28-06-2018,0.012105109
29-06-2018,0.011921338
02-07-2018,0.011624312
03-07-2018,0.01190718
05-07-2018,0.013109467
06-07-2018,0.012885002
09-07-2018,0.01300412
10-07-2018,0.013405533
11-07-2018,0.012960643
12-07-2018,0.013013731
13-07-2018,0.013322366
16-07-2018,0.012872197
17-07-2018,0.01252744
18-07-2018,0.012145631
19-07-2018,0.011926869
20-07-2018,0.011745564
23-07-2018,0.011436242
24-07-2018,0.01111882
25-07-2018,0.01100542
26-07-2018,0.011144449
27-07-2018,0.010944634
30-07-2018,0.011981853
31-07-2018,0.011846684
01-08-2018,0.011497893
02-08-2018,0.020879765
03-08-2018,0.022015813
06-08-2018,0.020865557
07-08-2018,0.019869751
08-08-2018,0.018981587
09-08-2018,0.018037696
10-08-2018,0.017342795
13-08-2018,0.016575562
14-08-2018,0.015902404
15-08-2018,0.01524255
16-08-2018,0.014598254
17-08-2018,0.014642976
20-08-2018,0.015453249
21-08-2018,0.015129868
22-08-2018,0.014507919
23-08-2018,0.013914031
24-08-2018,0.013378705
27-08-2018,0.012887932
28-08-2018,0.012703105
29-08-2018,0.012462372
30-08-2018,0.012958692
31-08-2018,0.012804488
04-09-2018,0.012927125
05-09-2018,0.012505788
06-09-2018,0.012250836
07-09-2018,0.01318341
10-09-2018,0.01302111
11-09-2018,0.013502548
12-09-2018,0.014940716
13-09-2018,0.014934372
14-09-2018,0.01597849
17-09-2018,0.015697778
18-09-2018,0.017294434
19-09-2018,0.01648858
20-09-2018,0.015751499
21-09-2018,0.015081405
24-09-2018,0.014787183
25-09-2018,0.014652341
26-09-2018,0.014235971
27-09-2018,0.013996982
28-09-2018,0.01479474
01-10-2018,0.014246035
02-10-2018,0.013780336
03-10-2018,0.013534565
04-10-2018,0.013635246
05-10-2018,0.014405297
08-10-2018,0.014852506
09-10-2018,0.014288431
10-10-2018,0.014335917
11-10-2018,0.021008986
12-10-2018,0.020249131
15-10-2018,0.02199634
16-10-2018,0.021884218
17-10-2018,0.021369578
18-10-2018,0.020244762
19-10-2018,0.020893258
22-10-2018,0.020228855
23-10-2018,0.019328323
24-10-2018,0.018468852
25-10-2018,0.020773054
26-10-2018,0.020667186
29-10-2018,0.020229673
30-10-2018,0.02033938
31-10-2018,0.019295719
01-11-2018,0.020292862
02-11-2018,0.019616675
05-11-2018,0.028367908
06-11-2018,0.028817663
