Date,SPY_Return,SPY_V,RollingVol21,RollingSkew21,Drawdown,VolOfVol,VIX,C_t,State,Regime,Prob_Recovery,Prob_StableBull,Prob_Correction,Prob_Panic,Prob_BullRecovery
04-01-2016,-0.014078276,0.625878053,0.011695039,0.098234439,-0.043851596,0.000980718,20.70000076,0.828264587,2,Correction,2.26E-172,0,1,1.43E-259,1.95E-165
05-01-2016,0.001690105,1.047069148,0.011344243,-0.024521869,-0.042234238,0.000861804,19.34000015,0.801966959,2,Correction,8.85E-12,9.73E-36,0.999999943,2.05E-13,5.70E-08
06-01-2016,-0.012694578,0.768872084,0.010647839,-0.000368271,-0.054315823,0.000814577,20.59000015,0.758903795,2,Correction,2.10E-14,5.81E-47,0.999999986,2.24E-18,1.38E-08
07-01-2016,-0.024283884,1.088436774,0.011668522,-0.11522035,-0.077004113,0.000799791,24.98999977,0.811197588,2,Correction,1.14E-13,3.26E-89,1,2.84E-16,1.53E-14
08-01-2016,-0.011037153,2.182558748,0.011772665,-0.072949622,-0.087135348,0.000783562,27.01000023,0.791319842,2,Correction,9.83E-12,3.51E-128,1,9.05E-15,6.00E-21
11-01-2016,0.000989353,2.367679573,0.011760997,-0.177366392,-0.086231756,0.000742819,24.29999924,0.772648261,2,Correction,1.29E-08,4.97E-150,0.999999987,9.24E-14,2.49E-22
12-01-2016,0.008035871,1.881902116,0.011946678,-0.201839957,-0.078859249,0.000692154,22.46999931,0.778540406,2,Correction,5.67E-07,3.10E-146,0.999999433,2.70E-12,1.47E-19
13-01-2016,-0.025256745,1.473056011,0.012405403,-0.293576076,-0.101832925,0.000731897,25.21999931,0.777104349,2,Correction,3.50E-06,4.99E-180,0.999996502,5.81E-11,1.06E-23
14-01-2016,0.016283294,2.31284556,0.012993867,-0.229045659,-0.087088085,0.000784926,23.95000076,0.820052189,2,Correction,1.10E-05,1.23E-195,0.999988988,8.84E-11,1.38E-26
15-01-2016,-0.021699748,1.853934279,0.013299333,-0.061394317,-0.106684654,0.000833992,27.02000046,0.849948301,2,Correction,7.65E-05,2.88E-200,0.999923533,5.99E-09,5.17E-27
19-01-2016,0.001329991,2.34087944,0.012682921,-0.071743216,-0.105495762,0.000789839,26.04999924,0.841082165,2,Correction,0.001540782,3.09E-241,0.998459207,1.13E-08,3.95E-31
20-01-2016,-0.012897583,1.945417392,0.012588957,-0.084384344,-0.116958624,0.000773303,27.59000015,0.824926786,2,Correction,0.026109078,1.14E-269,0.973890544,3.78E-07,2.88E-34
21-01-2016,0.005586434,2.128401491,0.012367124,-0.274000677,-0.112011767,0.000733041,26.69000053,0.801273556,2,Correction,0.297693816,1.04E-293,0.702305092,1.09E-06,5.56E-38
22-01-2016,0.020307589,1.684205371,0.013183864,-0.100947137,-0.093794519,0.00075023,22.34000015,0.831635954,0,Recovery,0.913137051,3.35E-263,0.086861151,1.80E-06,1.34E-35
25-01-2016,-0.015231855,1.316304824,0.013166656,0.088737932,-0.107493117,0.000761161,24.14999962,0.837814904,0,Recovery,0.980945286,2.51E-241,0.019054575,1.39E-07,1.52E-32
26-01-2016,0.013550659,1.393804956,0.013245559,0.096620876,-0.095316748,0.000787182,22.5,0.830493467,0,Recovery,0.998655923,7.24E-259,0.001344044,3.31E-08,3.46E-37
27-01-2016,-0.010942663,1.044902727,0.013324983,0.18891753,-0.105162424,0.000805554,23.11000061,0.790292546,0,Recovery,0.999942637,1.41E-253,5.74E-05,2.85E-09,5.74E-37
28-01-2016,0.005195581,0.94104664,0.013479169,0.118680261,-0.100501125,0.000821556,22.42000008,0.79707593,0,Recovery,0.999999645,4.27E-280,3.54E-07,1.46E-09,9.72E-43
29-01-2016,0.024084816,0.654571225,0.014486777,0.276925198,-0.078573864,0.000928668,20.20000076,0.812270279,0,Recovery,0.999999951,1.67E-237,2.43E-09,4.68E-08,1.71E-40
01-02-2016,-0.000361454,0.429838952,0.014471653,0.210870479,-0.078906857,0.001005758,19.97999954,0.809795187,0,Recovery,0.999999983,1.06E-182,8.58E-11,1.73E-08,1.21E-29
02-02-2016,-0.018186414,0.192767649,0.014777471,0.227970809,-0.095506833,0.001083167,21.97999954,0.809661399,0,Recovery,0.999999974,1.72E-222,1.44E-12,2.57E-08,2.48E-36
03-02-2016,0.005977266,1.123273627,0.014694932,0.064840201,-0.090084247,0.001136488,21.64999962,0.793669791,0,Recovery,0.999999994,1.33E-235,6.93E-14,5.87E-09,4.96E-34
04-02-2016,0.001566876,0.812571263,0.014693258,0.065995068,-0.088657405,0.001146336,21.84000015,0.809302525,0,Recovery,0.999999989,4.75E-224,2.83E-15,1.10E-08,9.00E-34
05-02-2016,-0.019234094,0.580208391,0.01498942,0.069781121,-0.106018754,0.001084825,23.37999916,0.814847075,0,Recovery,0.999999985,1.00E-266,5.14E-17,1.52E-08,7.23E-40
08-02-2016,-0.01355253,1.126899694,0.014386795,0.121104801,-0.118052731,0.001049785,26,0.775743077,0,Recovery,0.999999995,5e-324,2.71E-18,4.57E-09,7.97E-45
09-02-2016,5.41E-05,1.670916823,0.014247768,0.023235504,-0.118005038,0.000999509,26.54000092,0.786554995,0,Recovery,0.999999997,0,3.12E-19,3.12E-09,2.79E-47
10-02-2016,-0.000863319,1.280133867,0.014236416,0.042027522,-0.118766152,0.000929489,26.29000092,0.783877198,0,Recovery,0.999999997,0,6.45E-21,2.72E-09,7.94E-51
11-02-2016,-0.013093083,1.046081029,0.014258598,0.216729687,-0.130229014,0.0008576,28.13999939,0.772316136,0,Recovery,0.99999999,0,3.11E-22,9.90E-09,8.81E-58
12-02-2016,0.020407114,1.322117886,0.014133223,0.177916837,-0.112297152,0.000807244,25.39999962,0.753457828,0,Recovery,0.999999995,0,8.66E-25,4.81E-09,1.72E-59
16-02-2016,0.016737211,1.001272611,0.014160588,0.179353533,-0.097314448,0.000789252,24.11000061,0.752715599,0,Recovery,0.999999984,1.9438549581486e-310,1.65E-26,1.62E-08,9.32E-46
17-02-2016,0.016202913,0.717752626,0.013737458,0.0701363,-0.082569177,0.000779666,22.30999947,0.742435411,0,Recovery,0.999999971,8.81E-241,6.83E-27,2.87E-08,5.07E-36
18-02-2016,-0.004104502,0.465536429,0.013787337,0.124052633,-0.086327056,0.000731184,21.63999939,0.744583503,0,Recovery,0.999999993,4.87E-217,7.37E-27,7.18E-09,1.56E-31
19-02-2016,-0.000468305,0.441975547,0.013422425,0.055723174,-0.086754833,0.000675561,20.53000069,0.761496549,0,Recovery,0.999999997,2.76E-232,2.10E-27,3.35E-09,4.53E-34
22-02-2016,0.014375265,0.192357841,0.013687294,-0.001095684,-0.073531878,0.000573161,19.37999916,0.766929726,0,Recovery,0.999999974,1.84E-217,1.26E-27,2.56E-08,4.98E-35
23-02-2016,-0.012710006,-0.012536546,0.013374357,0.162528047,-0.085232777,0.000560514,20.97999954,0.747780375,0,Recovery,0.999999988,3.29E-205,3.58E-27,1.16E-08,5.59E-32
24-02-2016,0.004565309,0.225134809,0.01290331,0.04956918,-0.081047034,0.000583421,20.71999931,0.745005866,0,Recovery,0.999999994,4.66E-218,1.73E-27,5.94E-09,4.42E-34
25-02-2016,0.012038803,-0.004899841,0.012836113,0.053282612,-0.069917079,0.000616625,19.11000061,0.749530191,0,Recovery,0.999999984,9.39E-195,1.11E-27,1.58E-08,2.27E-32
26-02-2016,-0.002304547,-0.188561603,0.012558967,0.002612312,-0.072058031,0.000678381,19.80999947,0.794233955,0,Recovery,0.999999975,4.10E-171,5.09E-27,2.53E-08,1.69E-28
29-02-2016,-0.007872752,-0.249112418,0.012701613,0.130083556,-0.079334806,0.000725936,20.54999924,0.794168905,0,Recovery,0.999999983,5.91E-187,3.14E-27,1.68E-08,5.87E-32
01-03-2016,0.023235118,0.006847493,0.012625885,0.109283024,-0.057692586,0.000767081,17.70000076,0.793739665,0,Recovery,0.999999875,7.03E-171,2.57E-27,1.25E-07,8.46E-30
02-03-2016,0.004482293,-0.166257044,0.012642716,0.053840642,-0.053459408,0.00079534,17.09000015,0.793969359,0,Recovery,0.999999937,1.10E-120,2.72E-26,6.31E-08,8.27E-20
03-03-2016,0.003911799,-0.351954913,0.011833664,0.020784461,-0.04974948,0.000862699,16.70000076,0.756878806,0,Recovery,0.999999954,5.79E-98,8.20E-20,4.60E-08,1.55E-18
04-03-2016,0.003248214,-0.518742688,0.011806793,0.053300921,-0.046657845,0.000910779,16.86000061,0.785730325,0,Recovery,0.99999991,1.21E-87,1.54E-18,8.99E-08,4.87E-18
07-03-2016,0.000798407,-0.674463386,0.011810109,0.062700445,-0.045896386,0.000935299,17.35000038,0.782421955,0,Recovery,0.999999853,1.37E-82,4.92E-18,1.47E-07,1.32E-18
08-03-2016,-0.010978104,-0.808302275,0.011182224,0.242190675,-0.056313351,0.000968018,18.67000008,0.693091609,0,Recovery,0.999999959,1.11E-92,1.40E-18,4.09E-08,2.24E-20
09-03-2016,0.004927207,-0.221245333,0.010559251,0.213989821,-0.051652138,0.001079185,18.34000015,0.713328897,0,Recovery,0.999999972,4.36E-94,6.74E-20,2.82E-08,9.88E-18
10-03-2016,0.000802338,-0.396202172,0.010548452,0.205166987,-0.050890937,0.001160179,18.04999924,0.70544398,0,Recovery,0.999999973,1.41E-85,9.79E-18,2.74E-08,3.82E-17
11-03-2016,0.016008105,-0.538719758,0.01083863,0.043039433,-0.035575239,0.001186517,16.5,0.72360277,0,Recovery,0.999999723,6.79E-72,3.65E-17,2.77E-07,1.17E-16
14-03-2016,-0.001283291,-0.661749264,0.010177506,0.129032088,-0.036812083,0.001240872,16.92000008,0.734834012,0,Recovery,0.999999841,2.14E-51,1.20E-16,1.59E-07,2.06E-12
15-03-2016,-0.001630716,-0.735981215,0.009614665,0.257516487,-0.038381489,0.001322429,16.84000015,0.731505736,0,Recovery,0.999999887,5.53E-50,2.00E-12,1.13E-07,6.23E-14
16-03-2016,0.005770503,-0.776673074,0.00916463,0.329379044,-0.032816425,0.00140441,14.98999977,0.713546487,0,Recovery,0.999999951,1.11E-50,6.96E-14,4.87E-08,1.14E-14
17-03-2016,0.006323985,-0.895298937,0.008710774,0.384906421,-0.02668059,0.001515834,14.43999958,0.689058814,0,Recovery,0.999999945,5.85E-41,1.01E-14,5.53E-08,5.58E-13
18-03-2016,0.003922091,-0.997310791,0.008566839,0.294505242,-0.022855647,0.001591497,14.02000046,0.672528693,0,Recovery,0.99999993,1.45E-32,4.99E-13,7.01E-08,1.16E-11
21-03-2016,0.001417803,-1.096489088,0.00853631,0.268926081,-0.021469267,0.001652861,13.78999996,0.663194763,0,Recovery,0.99999992,2.86E-29,1.03E-11,8.05E-08,9.30E-12
22-03-2016,-0.000537778,-1.187022735,0.00818074,0.440309509,-0.021995358,0.001686721,14.17000008,0.65625375,0,Recovery,0.999999932,7.22E-29,6.98E-12,6.82E-08,7.62E-13
23-03-2016,-0.006621308,-1.19365866,0.007705942,0.723993878,-0.028449637,0.001741802,14.93999958,0.576459141,0,Recovery,0.999999991,2.00E-32,4.97E-13,8.67E-09,4.75E-13
24-03-2016,-0.000442971,-0.951411025,0.007728247,0.808068496,-0.028879911,0.001785717,14.73999977,0.574299716,0,Recovery,0.999999995,8.14E-35,1.60E-13,4.95E-09,2.01E-10
28-03-2016,0.000590851,-0.97862949,0.007429306,1.030432889,-0.028305954,0.001820273,15.23999977,0.575579193,0,Recovery,0.99999985,1.37E-30,8.48E-14,1.13E-08,1.39E-07
29-03-2016,0.009207628,-1.077713566,0.007513534,0.825330695,-0.01931764,0.00183106,13.81999969,0.60205469,0,Recovery,0.99993847,1.53E-24,2.62E-12,8.63E-07,6.07E-05
30-03-2016,0.004377897,-1.152386838,0.007122524,0.881623865,-0.015014902,0.001823316,13.56000042,0.585764943,0,Recovery,0.933196645,2.10E-15,1.55E-11,8.81E-06,0.066794545
31-03-2016,-0.002429915,-1.227311491,0.00554228,0.091815185,-0.017405427,0.001913504,13.94999981,0.393575964,4,Bull Recovery,0.023921366,1.64E-13,7.54E-11,2.03E-09,0.976078632
01-04-2016,0.00678873,-1.197895754,0.005616422,0.055532237,-0.010712164,0.001930746,13.10000038,0.402646624,4,Bull Recovery,0.001060795,1.53E-11,1.70E-09,2.62E-10,0.998939203
04-04-2016,-0.003242708,-1.263377095,0.005717329,0.192543073,-0.01391494,0.001952089,14.11999989,0.405151106,4,Bull Recovery,8.66E-06,3.39E-10,4.75E-10,2.27E-11,0.99999134
05-04-2016,-0.010038408,-1.23562458,0.00625464,0.114318502,-0.023764147,0.001894709,15.42000008,0.501734439,4,Bull Recovery,2.00E-06,1.59E-13,2.18E-07,5.55E-08,0.999997724
06-04-2016,0.010862218,-0.684378332,0.006603761,0.037633212,-0.013102258,0.00177703,14.09000015,0.510488199,4,Bull Recovery,1.72E-07,2.65E-12,1.52E-07,5.27E-09,0.999999671
07-04-2016,-0.012038237,-0.793676978,0.006708026,-0.0338978,-0.024911543,0.001673476,16.15999985,0.627913846,4,Bull Recovery,1.17E-08,1.61E-11,3.53E-06,2.82E-07,0.999996179
08-04-2016,0.002693233,-0.358433009,0.006669539,0.008200086,-0.022281863,0.001594074,15.35999966,0.655452478,4,Bull Recovery,2.30E-09,1.92E-13,2.70E-06,1.37E-07,0.99999716
11-04-2016,-0.002350291,-0.518733835,0.006720192,0.067464731,-0.024577087,0.001485848,16.26000023,0.670635467,4,Bull Recovery,7.29E-10,6.22E-13,2.28E-06,1.70E-07,0.999997545
12-04-2016,0.00926992,-0.584512601,0.006116696,-0.347882478,-0.015492955,0.001332085,14.85000038,0.662263236,4,Bull Recovery,6.83E-10,7.43E-09,1.42E-05,5.35E-07,0.999985256
13-04-2016,0.010050414,-0.70853659,0.006400316,-0.415487301,-0.005548362,0.001192772,13.84000015,0.682956584,4,Bull Recovery,6.48E-11,0.040140343,9.67E-05,3.04E-08,0.959762885
14-04-2016,4.81E-05,-0.818786162,0.006369389,-0.454580994,-0.005500497,0.001078231,13.72000027,0.7196053,1,Stable Bull,2.09E-12,0.819688766,1.78E-05,1.55E-09,0.180293465
15-04-2016,-0.001106398,-0.931842691,0.006320902,-0.324442992,-0.0066002,0.000981988,13.61999989,0.652301409,1,Stable Bull,4.79E-13,0.978101906,1.46E-06,5.58E-11,0.021896629
18-04-2016,0.007002089,-0.873056849,0.006349659,-0.323846757,0,0.000905866,13.35000038,0.550697682,1,Stable Bull,1.00E-14,0.99819649,7.86E-08,1.75E-13,0.001803432
19-04-2016,0.003149264,-0.966543298,0.006335963,-0.310441309,0,0.000823411,13.23999977,0.623332171,1,Stable Bull,2.63E-16,0.999903157,4.04E-08,4.21E-14,9.68E-05
20-04-2016,0.000952456,-1.061651523,0.00633623,-0.299658166,0,0.000719378,13.27999973,0.592571558,1,Stable Bull,1.25E-16,0.999982289,2.41E-08,9.58E-16,1.77E-05
21-04-2016,-0.005393057,-1.147356526,0.006491293,-0.222923947,-0.00537854,0.000628925,13.94999981,0.588061051,1,Stable Bull,1.59E-16,0.99998341,3.69E-08,2.79E-16,1.66E-05
22-04-2016,0,-0.909901475,0.006258426,-0.310877387,-0.00537854,0.000575726,13.22000027,0.427031243,1,Stable Bull,6.93E-17,0.999982072,1.60E-09,1.59E-19,1.79E-05
25-04-2016,-0.001724236,-0.99526891,0.006282782,-0.282160498,-0.007092025,0.000504119,14.07999992,0.423425271,1,Stable Bull,2.19E-17,0.999961251,2.02E-09,1.72E-18,3.87E-05
26-04-2016,0.00148492,-0.992120581,0.006280979,-0.303174336,-0.005616541,0.000450425,13.96000004,0.421963902,1,Stable Bull,5.89E-16,0.999700476,2.98E-09,5.96E-17,0.000299521
27-04-2016,0.002056148,-1.086597221,0.006019964,-0.285724952,-0.003569838,0.000374202,13.77000046,0.27812391,1,Stable Bull,4.59E-16,0.994205232,2.28E-10,6.52E-20,0.005794768
28-04-2016,-0.009117086,-1.170817115,0.006349476,-0.144724832,-0.012613091,0.000325114,15.22000027,0.312758425,1,Stable Bull,4.36E-16,0.721764452,6.46E-08,4.23E-17,0.278235483
29-04-2016,-0.005413526,-0.779109404,0.006446939,-0.102701162,-0.017943894,0.00028021,15.69999981,0.311701161,4,Bull Recovery,4.86E-14,0.003257633,7.68E-08,1.72E-16,0.99674229
02-05-2016,0.007916973,-0.579539846,0.006509104,-0.092807279,-0.010138124,0.000232291,14.68000031,0.308736703,4,Bull Recovery,8.92E-14,7.35E-05,6.37E-09,5.19E-16,0.99992645
03-05-2016,-0.008741317,-0.703212659,0.006761935,-0.076770896,-0.018753113,0.000197177,15.60000038,0.272852058,4,Bull Recovery,1.79E-15,2.93E-06,2.79E-09,3.17E-17,0.999997069
04-05-2016,-0.005593811,-0.436432915,0.006497078,-0.031258145,-0.024226699,0.000194778,16.04999924,0.256118532,4,Bull Recovery,4.52E-16,2.40E-10,1.49E-09,1.94E-18,0.999999998
05-05-2016,-0.000195006,-0.248374674,0.006019507,-0.055160992,-0.024416963,0.000208522,15.90999985,0.212556688,4,Bull Recovery,7.24E-17,4.34E-12,3.65E-10,1.71E-20,1
06-05-2016,0.003652506,-0.390576012,0.005440227,0.030451168,-0.020847125,0.000282894,14.72000027,0.192100435,4,Bull Recovery,2.60E-17,5.06E-11,6.80E-11,3.17E-21,1
09-05-2016,0.000825407,-0.538884528,0.005416273,0.077535575,-0.020038591,0.000335482,14.56999969,0.186496015,4,Bull Recovery,3.17E-18,2.53E-09,2.44E-11,1.77E-21,0.999999997
10-05-2016,0.012357579,-0.677253012,0.005975438,0.118882771,-0.007853507,0.000324994,13.63000011,0.248888978,4,Bull Recovery,3.58E-17,8.15E-06,6.40E-10,9.69E-18,0.999991845
11-05-2016,-0.009398664,-0.781637566,0.006075021,0.179512718,-0.017134675,0.000325892,14.68999958,0.19810352,4,Bull Recovery,3.87E-17,7.35E-05,7.04E-11,3.03E-20,0.999926547
12-05-2016,0.000290328,-0.445183382,0.00563591,0.199845414,-0.01684928,0.000348425,14.40999985,0.118636472,4,Bull Recovery,9.73E-20,3.05E-06,1.26E-12,7.70E-25,0.999996953
13-05-2016,-0.008752531,-0.557603943,0.005926057,0.242614682,-0.025416788,0.000350987,15.03999996,0.095087037,4,Bull Recovery,9.20E-22,1.74E-10,5.25E-13,1.02E-25,1
16-05-2016,0.009816957,-0.250037837,0.006356935,0.179750169,-0.015802231,0.00035181,14.68000031,0.216339927,4,Bull Recovery,7.96E-20,4.04E-09,3.03E-10,6.40E-20,0.999999996
17-05-2016,-0.009377357,-0.405351864,0.006429683,0.32810472,-0.024988267,0.000354173,15.56999969,0.238665837,4,Bull Recovery,8.97E-17,7.73E-09,8.43E-10,7.42E-19,0.999999991
18-05-2016,0.000292754,-0.093608961,0.006367209,0.389700722,-0.024702786,0.000354912,15.94999981,0.247932355,4,Bull Recovery,2.19E-16,5.57E-11,1.56E-09,5.75E-19,0.999999998
19-05-2016,-0.003470927,-0.282124596,0.006367493,0.487050637,-0.028082104,0.000355645,16.32999992,0.25359964,4,Bull Recovery,4.91E-16,4.24E-13,1.01E-09,1.23E-18,0.999999999
20-05-2016,0.006297645,-0.214615898,0.00650646,0.288449998,-0.021941996,0.00035631,15.19999981,0.282632799,4,Bull Recovery,1.92E-15,1.17E-12,3.91E-09,2.34E-17,0.999999996
23-05-2016,-0.001363528,-0.380888014,0.006504885,0.319216849,-0.023274697,0.000362787,15.81999969,0.427292504,4,Bull Recovery,1.35E-13,6.91E-10,1.51E-07,1.02E-12,0.999999848
24-05-2016,0.0128788,-0.389087585,0.007156319,0.303021904,-0.010614297,0.0004187,14.42000008,0.488778852,4,Bull Recovery,2.21E-12,0.000475295,3.16E-05,1.04E-11,0.999493098
25-05-2016,0.006760251,-0.524650626,0.007308264,0.221882979,-0.003903142,0.000479331,13.89999962,0.519374629,1,Stable Bull,1.49E-13,0.946326452,1.80E-06,3.31E-13,0.053671744
26-05-2016,0.000286558,-0.660993048,0.007294552,0.257635381,-0.003617661,0.000522323,13.43000031,0.578040461,1,Stable Bull,8.71E-15,0.99921301,9.56E-08,8.69E-14,0.000786894
27-05-2016,0.004290435,-0.789690248,0.007039167,0.129938765,0,0.000543556,13.11999989,0.496641402,1,Stable Bull,2.04E-16,0.999978849,4.12E-09,6.36E-17,2.11E-05
31-05-2016,-0.001904292,-0.903422619,0.006929164,0.093647615,-0.00190248,0.000556444,14.18999958,0.467337611,1,Stable Bull,3.01E-18,0.999988782,2.23E-09,4.73E-19,1.12E-05
01-06-2016,0.00204697,-0.985525128,0.006743766,0.169264733,0,0.000560965,14.19999981,0.473850303,1,Stable Bull,1.05E-18,0.999988589,1.19E-09,2.49E-19,1.14E-05
02-06-2016,0.003038673,-1.083352353,0.006416552,0.084367037,0,0.000555373,13.63000011,0.531916865,1,Stable Bull,1.23E-18,0.999990969,2.99E-09,2.94E-18,9.03E-06
03-06-2016,-0.002991318,-1.166728703,0.006305282,0.075525962,-0.002986848,0.000555279,13.47000027,0.525020185,1,Stable Bull,7.79E-18,0.99999375,2.85E-09,3.39E-18,6.25E-06
06-06-2016,0.005075626,-1.093539128,0.006351348,-0.035532231,0,0.000548858,13.64999962,0.528125987,1,Stable Bull,1.23E-17,0.999988228,4.64E-09,8.49E-18,1.18E-05
07-06-2016,0.001560194,-1.172339345,0.006331608,0.01038396,0,0.000502901,14.05000019,0.541405078,1,Stable Bull,3.79E-16,0.99997737,6.59E-09,5.84E-16,2.26E-05
08-06-2016,0.003254795,-1.243754326,0.006343535,-0.044346094,0,0.000445034,14.07999992,0.539063513,1,Stable Bull,3.37E-14,0.999566638,1.96E-08,5.72E-14,0.000433343
09-06-2016,-0.00136687,-1.309101894,0.005854499,-0.046628349,-0.001365936,0.000452789,14.64000034,0.524042061,1,Stable Bull,9.41E-13,0.975902869,3.35E-07,1.08E-12,0.024096795
10-06-2016,-0.009522786,-1.332618186,0.005865386,-0.053268573,-0.010830578,0.000464504,17.03000069,0.533555073,4,Bull Recovery,3.56E-12,0.305428871,1.61E-05,1.70E-10,0.694555048
13-06-2016,-0.007741715,-0.842965067,0.006156072,0.007565837,-0.01845888,0.000429948,20.96999931,0.658266002,4,Bull Recovery,5.87E-14,3.31E-09,4.74E-06,4.11E-08,0.999995217
14-06-2016,-0.001968696,-0.530736992,0.005818665,0.036112414,-0.020389335,0.000437717,20.5,0.672688665,4,Bull Recovery,9.60E-14,4.32E-13,6.23E-07,5.17E-08,0.999999325
15-06-2016,-0.001394993,-0.557125017,0.005448368,0.107481897,-0.021754932,0.000493633,20.13999939,0.631990471,4,Bull Recovery,4.48E-14,2.88E-13,4.55E-07,2.96E-08,0.999999515
16-06-2016,0.002979904,-0.597758299,0.00500929,0.144625643,-0.018835508,0.000585857,19.37000084,0.614170777,4,Bull Recovery,8.11E-14,1.48E-12,1.96E-07,2.67E-08,0.999999777
17-06-2016,-0.003731387,-0.725738791,0.005106152,0.215949852,-0.022489791,0.000649151,19.40999985,0.61252658,4,Bull Recovery,7.83E-14,5.18E-12,2.22E-07,2.57E-08,0.999999752
20-06-2016,0.00641945,-0.65514479,0.005165762,0.025425314,-0.016194528,0.000696593,18.37000084,0.586415601,4,Bull Recovery,2.61E-13,4.71E-11,2.18E-07,1.71E-08,0.999999764
21-06-2016,0.002834959,-0.772701403,0.0050451,0.073592521,-0.013401523,0.000743153,18.47999954,0.575963226,4,Bull Recovery,3.15E-14,2.26E-09,4.85E-08,3.76E-09,0.999999945
22-06-2016,-0.001632814,-0.883916343,0.005051548,0.079226048,-0.015011141,0.000780066,21.17000008,0.628726838,4,Bull Recovery,5.57E-18,1.12E-14,4.34E-08,4.08E-08,0.999999916
23-06-2016,0.012938588,-0.913340794,0.005058641,0.087378553,-0.002183972,0.000776437,17.25,0.558288536,4,Bull Recovery,1.67E-22,4.39E-07,0.000139686,8.51E-17,0.999859876
24-06-2016,-0.036569534,-0.995322176,0.009469385,-2.495981825,-0.038014493,0.001049464,25.76000023,0.714090259,2,Correction,7.30E-37,1.03E-26,0.999999993,4.68E-15,6.99E-09
27-06-2016,-0.018072275,1.437217174,0.010153141,-1.996991565,-0.055243606,0.001349958,23.85000038,0.752489612,2,Correction,6.46E-25,2.35E-41,1,2.23E-20,8.00E-15
28-06-2016,0.017875265,2.122800569,0.010974939,-1.467009817,-0.038203995,0.001692007,18.75,0.785661536,2,Correction,3.04E-21,4.38E-42,1,1.26E-21,4.71E-18
29-06-2016,0.016884081,1.698905289,0.011673228,-1.259192724,-0.021827087,0.00203926,16.63999939,0.816472381,2,Correction,1.92E-21,4.01E-21,1,1.57E-21,8.77E-16
30-06-2016,0.013553349,1.333513877,0.012061372,-1.201018442,-0.008479319,0.002353175,15.63000011,0.842872886,2,Correction,1.70E-22,7.75E-13,1,6.69E-22,2.00E-15
01-07-2016,0.002098599,1.004465987,0.012051534,-1.193065573,-0.00639633,0.002599359,14.77000046,0.849537983,2,Correction,2.13E-21,2.91E-13,1,2.71E-20,9.35E-16
05-07-2016,-0.007219306,0.703584075,0.012139405,-1.12645085,-0.013543628,0.002802294,15.57999992,0.854286452,2,Correction,8.37E-22,5.78E-16,1,5.08E-20,4.89E-14
06-07-2016,0.005979489,0.848053723,0.012160549,-1.128945302,-0.007627453,0.002966957,14.96000004,0.853958835,2,Correction,1.30E-21,2.07E-17,1,1.55E-19,4.49E-14
07-07-2016,-0.0006204,0.568150522,0.012154655,-1.104467812,-0.00824293,0.003096182,14.76000023,0.85274284,2,Correction,1.66E-20,7.37E-19,1,7.39E-18,2.64E-13
08-07-2016,0.014781018,0.365599775,0.012573354,-1.04580158,0,0.003221791,13.19999981,0.858943171,2,Correction,2.23E-21,4.10E-23,1,1.14E-17,8.67E-12
11-07-2016,0.003521026,0.155291429,0.012586001,-1.098536776,0,0.003296872,13.53999996,0.877342127,2,Correction,7.60E-21,1.69E-22,1,6.71E-17,6.88E-12
12-07-2016,0.00723653,-0.047796288,0.012446434,-1.298234287,0,0.003331203,13.55000019,0.881171193,2,Correction,1.06E-22,3.92E-23,1,1.71E-17,8.90E-11
13-07-2016,-0.000139433,-0.22545607,0.012278489,-1.422255233,-0.000139423,0.003340808,13.03999996,0.878181946,2,Correction,8.58E-23,6.86E-24,1,5.45E-17,2.27E-11
14-07-2016,0.005568083,-0.379235095,0.012275963,-1.510062765,0,0.003305363,12.81999969,0.85297105,2,Correction,3.21E-23,5.06E-24,1,1.36E-16,1.33E-10
15-07-2016,-0.00134299,-0.524703904,0.012275236,-1.510900326,-0.001342089,0.003214623,12.67000008,0.85190758,2,Correction,1.60E-22,2.64E-23,1,5.02E-16,1.16E-10
18-07-2016,0.002683931,-0.57322815,0.012274301,-1.507730286,0,0.00304969,12.43999958,0.848430599,2,Correction,4.72E-22,1.63E-21,0.999999999,7.88E-16,5.08E-10
19-07-2016,-0.001016992,-0.703785284,0.012224569,-1.554101912,-0.001016475,0.002839237,11.97000027,0.864698222,2,Correction,2.59E-21,3.68E-20,0.999999999,3.70E-15,5.69E-10
20-07-2016,0.004154364,-0.72564205,0.012195241,-1.540087349,0,0.002571237,11.77000046,0.775190115,2,Correction,4.07E-19,3.70E-18,0.999999997,5.09E-12,2.96E-09
21-07-2016,-0.00378455,-0.838041232,0.012259891,-1.442390868,-0.003777397,0.002204117,12.73999977,0.78046571,2,Correction,1.23E-15,1.35E-14,0.999999978,3.17E-09,1.87E-08
22-07-2016,0.004475379,-0.724135043,0.012247924,-1.517995389,0,0.001691321,12.02000046,0.757577878,2,Correction,1.53E-11,7.60E-12,0.999997152,1.17E-06,1.68E-06
25-07-2016,-0.002719716,-0.835737855,0.012026321,-1.453863623,-0.00271602,0.00078535,12.86999989,0.74281445,2,Correction,2.15E-07,4.81E-06,0.995310868,0.000166453,0.004517656
26-07-2016,0.000461513,-0.784571206,0.008348228,-0.22309047,-0.002255654,0.000975887,13.05000019,0.610065911,4,Bull Recovery,0.000157865,0.421255732,0.023438564,1.24E-06,0.555146604
