"SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
202.160003662109,203.039993286133,201.770004272461,202.5,73612000,171.159118652344
201.360000610352,202.529998779297,201.050003051758,202.169998168945,93169100,170.880142211914
201.600006103516,203.820007324219,201.550003051758,203.339996337891,129303200,171.869125366211
203.240005493164,205.229995727539,202.770004272461,204.630004882812,134278500,172.959411621094
204.169998168945,204.779998779297,203.800003051758,204.380004882812,138372400,173.639114379883
204.070007324219,204.940002441406,203.800003051758,204.669998168945,72926700,173.885467529297
203.759994506836,205.229995727539,203.570007324219,204.559997558594,97471900,173.792022705078
204.110000610352,204.330001831055,203.009994506836,203.210006713867,81052500,172.645095825195
202,203.160003662109,201.740005493164,203.119995117188,84360900,172.568634033203
203.610000610352,203.860000610352,202.710006713867,203.240005493164,62408200,172.670593261719
202.759994506836,205.25,202.399993896484,205.119995117188,92922900,174.267761230469
206.300003051758,206.869995117188,205.589996337891,206.020004272461,86365300,175.032409667969
205.910003662109,206.410003662109,205.330001831055,205.520004272461,94584100,174.60758972168
204.350006103516,207.139999389648,203.979995727539,206.919998168945,114423500,175.797073364258
206.830001831055,207.070007324219,205.889999389648,206.25,63497000,175.227844238281
204.669998168945,206.259994506836,203.889999389648,204.190002441406,99662200,173.477691650391
204.190002441406,206.490005493164,203.979995727539,206.419998168945,91839800,175.372283935547
205.139999389648,205.559997558594,203.089996337891,203.949996948242,113859000,173.27375793457
205.339996337891,205.850006103516,203.869995117188,204.5,95040600,173.741058349609
205.25,206.070007324219,203.910003662109,204.020004272461,83757500,173.333236694336
204.220001220703,206.25,203.699996948242,205.919998168945,115350600,174.947509765625
207,208.100006103516,206.839996337891,208,96336400,176.714660644531
208.070007324219,208.600006103516,207.600006103516,208.009994506836,65212900,176.723114013672
208.009994506836,208.169998168945,207.399993896484,207.779998779297,75761600,176.527709960938
207.779998779297,209.279998779297,207,209.240005493164,82531000,177.768081665039
209.740005493164,210.199996948242,208.940002441406,209.899993896484,88316100,178.328826904297
209.949996948242,210.919998168945,209.389999389648,210.100006103516,81100300,178.498748779297
210.119995117188,210.25,208.649993896484,208.970001220703,85695000,177.538681030273
208.550003051758,209.289993286133,207.910003662109,208.970001220703,99251700,177.538681030273
208.259994506836,208.660003662109,207.539993286133,208.610000610352,66166500,177.232818603516
209.039993286133,209.520004272461,208.360000610352,208.919998168945,75864200,177.49626159668
208.470001220703,209.809997558594,208.050003051758,209.350006103516,77329400,177.861541748047
208.460006713867,209.759994506836,206.960006713867,207.449996948242,97216200,176.247299194336
206.720001220703,207.130004882812,205.029998779297,206.330001831055,142424100,175.295776367188
206.919998168945,208.179992675781,206.410003662109,207.970001220703,62188000,176.689086914062
206.520004272461,206.800003051758,205.279998779297,206.160003662109,106422100,175.151351928711
204.990005493164,205.850006103516,204.419998168945,205.009994506836,92243800,174.174346923828
205.559997558594,205.979995727539,204.470001220703,204.970001220703,67619200,174.140350341797
204.059997558594,205.770004272461,203.880004882812,205.720001220703,89315000,174.77751159668
205.570007324219,206.399993896484,205.360000610352,205.889999389648,74374900,174.921981811523
206.720001220703,208.470001220703,206.639999389648,208.449996948242,77472200,177.096954345703
207.910003662109,208.539993286133,206.5,206.5,81727000,175.440292358398
207.289993286133,207.490005493164,205.369995117188,206.559997558594,89586300,175.491226196289
206.210006713867,206.860000610352,204.380004882812,204.759994506836,96474600,173.9619140625
204.960006713867,207.339996337891,204.889999389648,206.779998779297,77486800,175.678085327148
206.460006713867,206.800003051758,204.229995727539,204.850006103516,114924900,174.038421630859
204.440002441406,206.300003051758,203.630004882812,204.910003662109,120062100,174.089431762695
204.059997558594,204.539993286133,202.779998779297,204.199996948242,115430500,173.48616027832
204.919998168945,206.100006103516,204.860000610352,205.490005493164,104990400,174.582138061523
205.509994506836,205.839996337891,204.990005493164,205.210006713867,58682600,174.344314575195
206.169998168945,208.240005493164,206.139999389648,207.869995117188,93537800,176.604080200195
208.669998168945,209.770004272461,207.869995117188,209.279998779297,76621400,177.802047729492
209.440002441406,209.710006713867,208.970001220703,209.339996337891,55280700,177.853042602539
209.529998779297,210.25,209.470001220703,210.240005493164,64211200,178.61767578125
210.559997558594,210.690002441406,209.179992675781,209.839996337891,109879400,178.277862548828
209.119995117188,210.479995727539,208.889999389648,210.270004272461,69936200,178.643188476562
209.800003051758,210.929992675781,209.240005493164,210.910003662109,63044700,179.186904907227
210.25,210.690002441406,208.860000610352,210.279998779297,101757100,178.65168762207
