Date,SPY_Return,SPY_V,RollingVol21,RollingSkew21,Drawdown,VolOfVol,VIX,C_t,State,Regime,Prob_Recovery,Prob_StableBull,Prob_Correction,Prob_Panic,Prob_BullRecovery
2021-07-13,-0.003414908,-1.031346835,0.006227274,-0.301212983,-0.003409084,0.000454385,17.12000084,0.594147207,4,Bull Recovery,1.386545731220705e-12,1.0383990675895985e-05,1.1571751707821448e-06,8.125872609589536e-09,0.999988450706342
2021-07-14,0.00149135,-0.95520424,0.006224422,-0.284227885,-0.001921709,0.000479884,16.32999992,0.584900309,4,Bull Recovery,2.402921951556278e-12,9.972144840360654e-05,8.106068582437419e-07,4.563637263101136e-09,0.9998994633779976
2021-07-15,-0.003421419,-1.016274247,0.006274663,-0.256436371,-0.005330718,0.000461215,17.01000023,0.590727913,4,Bull Recovery,1.0274277054737902e-12,4.728310755985788e-05,9.72903627783215e-07,6.16793652638188e-09,0.9999517378205868
2021-07-16,-0.007874466,-0.999460576,0.006417659,-0.273671814,-0.01313245,0.000455045,18.45000076,0.604789008,4,Bull Recovery,4.324762759639832e-13,1.3613299756235558e-06,1.9672305171212642e-06,1.6587322973432996e-08,0.99999665485134
2021-07-19,-0.014878025,-0.461452186,0.007312278,-0.435602229,-0.027706406,0.000473136,22.5,0.704242441,4,Bull Recovery,1.232205411055408e-14,1.6278083347728043e-15,3.902406837840312e-05,7.831004657332621e-07,0.9999601928313241
2021-07-20,0.014228468,0.290851164,0.007152321,-0.288164832,-0.013773269,0.000538919,19.72999954,0.695688988,4,Bull Recovery,8.813320122996472e-11,2.079273345018274e-12,0.00011319716549197327,1.1041348452254277e-06,0.9998856986103432
2021-07-21,0.008063898,0.087464152,0.006732931,-0.490533903,-0.005788285,0.000564449,17.90999985,0.655699569,4,Bull Recovery,1.47843661745748e-09,1.7766268439558863e-06,0.00015357353991505575,2.7520124053770946e-07,0.9998443731531652
2021-07-22,0.002091883,-0.099105172,0.006678208,-0.441117383,-0.003706334,0.000583105,17.69000053,0.634509424,4,Bull Recovery,2.4408997847098014e-09,4.175332472471741e-06,0.00011501448839541957,1.5005850418294552e-07,0.9998806576791771
2021-07-23,0.010235307,-0.282435404,0.006919867,-0.528685254,0.0,0.00059867,17.20000076,0.641521982,4,Bull Recovery,2.449446095061705e-10,1.3667978936680164e-06,1.6091945671172503e-05,5.8516868086424444e-08,0.9999824824942167
2021-07-26,0.002451868,-0.430421842,0.006861287,-0.478798125,0.0,0.000606226,17.57999992,0.649615366,4,Bull Recovery,1.7014551377152666e-11,2.3517055585208424e-07,1.0277402053780034e-05,4.779786271455454e-08,0.9999894396126457
