Date,SPY_Return,SPY_V,RollingVol21,RollingSkew21,Drawdown,VolOfVol,VIX,C_t,State,Regime,P_t
2016-01-29,0.024084815504545,0.654571224908586,0.0144867773028338,0.276925198060046,-0.0785738636657122,0.0009286675781779,20.2000007629395,0.81227027938053,0,Neutral,2.667991754755684e-07
2016-02-01,-0.0003614540171819,0.429838952137118,0.0144716532801835,0.210870478754336,-0.0789068566597738,0.0010057580256673,19.9799995422363,0.809795187426109,0,Neutral,1.5393724642649337e-07
2016-02-02,-0.0181864135075145,0.192767648736383,0.0147774707490679,0.227970809489339,-0.0955068328991568,0.0010831672655208,21.9799995422363,0.80966139874838,0,Neutral,1.1726066652811447e-07
2016-02-03,0.0059772657644003,1.12327362721435,0.0146949320157849,0.0648402012942085,-0.0900842468831408,0.0011364878462385,21.6499996185303,0.793669791212305,0,Neutral,6.014528906560167e-08
2016-02-04,0.001566875516322,0.812571263359075,0.0146932583228406,0.065995067857503,-0.0886574046174799,0.001146335514278,21.8400001525879,0.809302525493418,0,Neutral,8.612117345112619e-08
2016-02-05,-0.0192340940545748,0.58020839050372,0.0149894203607769,0.0697811210452487,-0.106018753669552,0.0010848252218774,23.3799991607666,0.814847075221928,0,Neutral,6.473793404545598e-08
2016-02-08,-0.0135525295880914,1.12689969394083,0.014386794772001,0.121104801007947,-0.11805273135179,0.0010497846218981,26.0,0.775743076970074,0,Neutral,7.9872527976496e-09
2016-02-09,5.40759345337705e-05,1.67091682337721,0.0142477676359699,0.0232355043655334,-0.118005037939507,0.0009995092726275,26.5400009155273,0.786554994754878,0,Neutral,5.791497127416671e-09
2016-02-10,-0.0008633191429865,1.280133866833,0.0142364159349489,0.0420275215036911,-0.11876615248462,0.0009294889585912,26.2900009155273,0.783877198472958,0,Neutral,3.789789060947469e-09
2016-02-11,-0.0130930829225893,1.04608102915018,0.0142585983221502,0.216729687255224,-0.13022901446815,0.0008576000776399,28.1399993896484,0.772316135598892,0,Neutral,2.633673756329276e-09
2016-02-12,0.0204071139999282,1.32211788583589,0.0141332228222352,0.177916836648493,-0.112297152341712,0.0008072444460469,25.3999996185303,0.753457827667521,0,Neutral,5.242966637404526e-09
2016-02-16,0.0167372112596267,1.00127261083938,0.014160588126592,0.179353533384294,-0.097314447660354,0.0007892516819002,24.1100006103516,0.752715599487763,0,Neutral,2.9115355619792427e-08
2016-02-17,0.0162029126086827,0.717752626001549,0.0137374578930196,0.0701363000342096,-0.0825691769701081,0.000779666379943,22.3099994659424,0.742435410996637,0,Neutral,1.0137569655613447e-07
2016-02-18,-0.004104502057455,0.465536428707992,0.0137873374654866,0.12405263304185,-0.0863270562833919,0.000731184022958,21.6399993896484,0.74458350265302,0,Neutral,4.182469712876868e-08
2016-02-19,-0.0004683047364899,0.441975546806813,0.0134224247695331,0.0557231742275279,-0.0867548334776762,0.0006755607826899,20.5300006866455,0.761496549348445,0,Neutral,2.309764505433248e-08
2016-02-22,0.0143752652119078,0.19235784119914,0.0136872936807362,-0.0010956843923004,-0.0735318779668488,0.0005731608614464,19.3799991607666,0.766929726084038,0,Neutral,1.7130260807745604e-07
2016-02-23,-0.0127100059697511,-0.0125365463895158,0.0133743569877333,0.162528046977027,-0.0852327765658333,0.0005605140625198,20.9799995422363,0.747780374789999,0,Neutral,5.642321909514479e-08
2016-02-24,0.0045653092448452,0.225134809337642,0.0129033097211076,0.0495691799523869,-0.0810470339690733,0.0005834209187777,20.7199993133545,0.745005866003989,0,Neutral,3.2147094954072197e-08
2016-02-25,0.0120388031193475,-0.0048998414394267,0.0128361133338415,0.0532826123809138,-0.0699170788904136,0.0006166246009441,19.1100006103516,0.749530190627762,0,Neutral,1.0224800316939963e-07
2016-02-26,-0.0023045472328862,-0.188561603176009,0.0125589668788297,0.002612312463127,-0.0720580310024398,0.0006783812475957,19.8099994659424,0.794233955065343,0,Neutral,1.4821087397798212e-07
2016-02-29,-0.0078727517240251,-0.24911241846201,0.0127016128224656,0.130083555702381,-0.0793348060324418,0.0007259361739375,20.5499992370605,0.794168904674302,0,Neutral,7.688213428358729e-08
2016-03-01,0.0232351176492704,0.006847493124568,0.0126258851433853,0.109283023767698,-0.0576925858266198,0.0007670813412471,17.7000007629395,0.793739664628995,0,Neutral,8.483227211468913e-07
2016-03-02,0.004482292715136,-0.166257043898829,0.0126427155441861,0.0538406424637572,-0.0534594080851525,0.00079533989973,17.0900001525879,0.79396935879132,0,Neutral,6.281204046680689e-07
2016-03-03,0.0039117985547605,-0.35195491300217,0.0118336638763074,0.0207844606333927,-0.0497494804517272,0.0008626991086652,16.7000007629395,0.756878805877593,0,Neutral,4.305452667470358e-07
2016-03-04,0.0032482135678009,-0.518742687676485,0.0118067932285183,0.053300920679453,-0.0466578453941421,0.0009107787607218,16.8600006103516,0.785730324879665,0,Neutral,8.269411826264066e-07
2016-03-07,0.0007984069115458,-0.674463385554632,0.0118101094333092,0.0627004449370171,-0.0458963864922614,0.0009352990091115,17.3500003814697,0.782421954693974,0,Neutral,1.183354757519764e-06
2016-03-08,-0.0109781035520164,-0.808302275026727,0.0111822235742027,0.242190675444371,-0.0563133508840499,0.0009680180264413,18.6700000762939,0.693091608614706,0,Neutral,2.283508501816265e-07
2016-03-09,0.004927206776955,-0.221245332647416,0.0105592511909112,0.213989821395932,-0.0516521376807227,0.0010791853182813,18.3400001525879,0.713328897487338,0,Neutral,1.9352811948520535e-07
2016-03-10,0.0008023377658821,-0.396202171768896,0.0105484523845534,0.205166987064933,-0.0508909370464176,0.0011601791107552,18.0499992370605,0.705443979925979,0,Neutral,1.9549803433855416e-07
2016-03-11,0.0160081045354294,-0.538719757891844,0.0108386296861361,0.0430394334525218,-0.0355752393709979,0.0011865165993307,16.5,0.723602769514196,0,Neutral,2.040770039677334e-06
2016-03-14,-0.0012832905730659,-0.661749263853454,0.0101775064857068,0.129032088491805,-0.036812082790254,0.0012408724813621,16.9200000762939,0.734834011524741,0,Neutral,1.1780711268344808e-06
2016-03-15,-0.0016307159950672,-0.735981214724659,0.0096146646812263,0.257516487203536,-0.0383814887576124,0.0013224292816083,16.8400001525879,0.731505736145744,0,Neutral,9.027009498522583e-07
2016-03-16,0.0057705029572812,-0.776673074272024,0.0091646295542789,0.329379043684858,-0.0328164251290907,0.0014044097510122,14.9899997711182,0.713546487069277,0,Neutral,6.126107242092907e-07
2016-03-17,0.0063239845214155,-0.895298936518084,0.0087107740568607,0.384906420944639,-0.0266805901586279,0.0015158336570183,14.4399995803833,0.689058814156352,0,Neutral,7.960365816242435e-07
2016-03-18,0.003922090500227,-0.997310791058427,0.0085668387943131,0.294505242025868,-0.0228556473648959,0.0015914972218489,14.0200004577637,0.672528693052719,0,Neutral,9.152447055853754e-07
2016-03-21,0.0014178025664159,-1.09648908776295,0.0085363100453675,0.268926080583336,-0.0214692670194028,0.0016528605466328,13.789999961853,0.663194763164645,0,Neutral,9.926113575648181e-07
2016-03-22,-0.0005377782285957,-1.18702273453244,0.008180740300892,0.440309509032726,-0.0219953580707756,0.0016867211222139,14.1700000762939,0.656253750238879,0,Neutral,1.0728351816058104e-06
2016-03-23,-0.0066213084064825,-1.1936586600365,0.0077059422190533,0.723993877942245,-0.028449636961878,0.0017418015661447,14.9399995803833,0.57645914142639,0,Neutral,2.0684555380775607e-07
2016-03-24,-0.0004429714647438,-0.951411024510047,0.0077282468981515,0.808068495632475,-0.0288799107427259,0.0017857171978353,14.7399997711182,0.574299716427904,0,Neutral,1.4616802464347878e-07
2016-03-28,0.000590850816196,-0.978629489841335,0.0074293057231281,1.03043288893568,-0.0283059541006865,0.0018202730382793,15.2399997711182,0.575579192791481,0,Neutral,3.7203439229090264e-07
2016-03-29,0.0092076279224606,-1.07771356587121,0.0075135340635077,0.825330694535276,-0.0193176398475877,0.0018310595873404,13.8199996948242,0.602054690129064,0,Neutral,8.167761377871536e-07
2016-03-30,0.0043778968440468,-1.15238683823216,0.0071225240781712,0.881623864913927,-0.0150149020391086,0.0018233159958938,13.5600004196167,0.58576494280015,0,Neutral,1.7350572149275997e-06
2016-03-31,-0.0024299151799169,-1.22731149077866,0.0055422801783392,0.0918151850148679,-0.0174054267182972,0.001913504375224,13.9499998092651,0.393575964483911,0,Neutral,3.3406837884387704e-09
2016-04-01,0.0067887295539268,-1.19789575372084,0.0056164217934073,0.0555322367869865,-0.0107121642306295,0.0019307464722688,13.1000003814697,0.402646624363195,0,Neutral,5.744604214281191e-09
2016-04-04,-0.0032427082686998,-1.26337709494982,0.0057173289953492,0.192543073084976,-0.0139149404348882,0.0019520888776824,14.1199998855591,0.405151106264883,0,Neutral,7.755717868506034e-09
2016-04-05,-0.0100384079023854,-1.23562458003056,0.0062546396850136,0.114318501653862,-0.0237641466064501,0.0018947093190689,15.4200000762939,0.50173443887904,0,Neutral,1.3573988779293416e-06
2016-04-06,0.0108622184460323,-0.684378332015003,0.0066037613306741,0.0376332117750678,-0.0131022584638589,0.0017770297157133,14.0900001525879,0.510488199165991,0,Neutral,1.5831896599701615e-07
2016-04-07,-0.0120382370865677,-0.793676978045029,0.0067080257177945,-0.0338978003552717,-0.0249115433553779,0.0016734762650177,16.1599998474121,0.627913846410461,0,Neutral,3.70042516508476e-06
2016-04-08,0.0026932334744218,-0.358433008984045,0.0066695394908733,0.0082000859183523,-0.0222818629012402,0.001594074199537,15.3599996566772,0.655452478129595,0,Neutral,6.708401935610748e-06
2016-04-11,-0.0023502910863086,-0.5187338349841,0.006720192050687,0.0674647314047529,-0.024577086845055,0.0014858479373448,16.2600002288818,0.670635466727521,0,Neutral,4.4227137577930204e-05
2016-04-12,0.0092699196093635,-0.584512601108609,0.0061166955091189,-0.347882478402574,-0.0154929553214312,0.0013320846026502,14.8500003814697,0.662263235691884,0,Neutral,0.00030626672086239075
2016-04-13,0.0100504136786199,-0.708536589775545,0.0064003157832088,-0.415487300959229,-0.0055483623253035,0.001192772444091,13.8400001525879,0.682956583830173,1,Bull,2.924571765466043e-05
2016-04-14,4.81314896987328e-05,-0.81878616204828,0.0063693890798854,-0.454580993902034,-0.0055004967346369,0.0010782309326047,13.7200002670288,0.719605300068737,1,Bull,3.330666410120836e-07
2016-04-15,-0.0011063975394103,-0.931842690689519,0.0063209022968366,-0.324442991749515,-0.0066002000712818,0.0009819875271092,13.6199998855591,0.652301408710151,1,Bull,5.0303703678110966e-08
2016-04-18,0.0070020892778908,-0.873056849129005,0.0063496593304691,-0.323846756660958,0.0,0.000905865921774,13.3500003814697,0.550697681913044,1,Bull,4.896448954376e-09
2016-04-19,0.0031492641356685,-0.966543297833601,0.0063359628425059,-0.310441309067996,0.0,0.0008234108598472,13.2399997711182,0.623332170743635,1,Bull,2.6547755309335207e-08
2016-04-20,0.0009524559900491,-1.06165152253798,0.0063362303480987,-0.299658165553635,0.0,0.000719377806075,13.2799997329712,0.592571558117462,1,Bull,1.2950708069644188e-08
2016-04-21,-0.0053930565634949,-1.14735652575005,0.0064912928219232,-0.222923946635281,-0.0053785401416313,0.0006289252458189,13.9499998092651,0.588061050625392,1,Bull,1.663462565995802e-08
2016-04-22,0.0,-0.909901474890268,0.0062584255217198,-0.310877386640524,-0.0053785401416313,0.0005757259530317,13.2200002670288,0.427031242907654,1,Bull,7.492635253002014e-12
2016-04-25,-0.0017242361238931,-0.995268910315993,0.0062827824296548,-0.282160498030982,-0.0070920247417817,0.0005041188600428,14.0799999237061,0.423425270764891,1,Bull,8.58759585566678e-12
2016-04-26,0.0014849198348212,-0.992120580746706,0.0062809792986102,-0.303174335749985,-0.0056165407785851,0.0004504247767338,13.960000038147,0.421963901785272,1,Bull,9.705937698479455e-12
2016-04-27,0.0020561476294327,-1.08659722108376,0.0060199641053873,-0.285724951852318,-0.0035698381458542,0.0003742019914506,13.7700004577637,0.278123909965934,1,Bull,8.975316889034529e-16
2016-04-28,-0.0091170860857925,-1.1708171147066,0.0063494762697139,-0.144724831603793,-0.0126130910120606,0.000325114342282,15.2200002670288,0.312758425154188,1,Bull,3.902706741326093e-14
2016-04-29,-0.0054135264290051,-0.779109404351524,0.0064469388066645,-0.102701161658708,-0.0179438938995389,0.0002802095313991,15.6999998092651,0.311701161185734,1,Bull,1.7928614601023205e-14
2016-05-02,0.0079169725955452,-0.579539846493157,0.0065091040870819,-0.0928072791946147,-0.0101381243595752,0.0002322909470886,14.6800003051758,0.308736703440253,1,Bull,1.602227877540488e-14
2016-05-03,-0.0087413174422064,-0.703212658670971,0.0067619346522921,-0.076770896334514,-0.0187531132060271,0.0001971769693743,15.6000003814697,0.272852057773758,1,Bull,9.423745269914124e-16
2016-05-04,-0.0055938108728534,-0.436432915460884,0.006497078170218,-0.0312581451023697,-0.0242266993348324,0.0001947782470989,16.0499992370605,0.256118531842557,1,Bull,5.037897284434685e-16
2016-05-05,-0.0001950062935245,-0.248374674021168,0.0060195067064811,-0.0551609920644365,-0.024416962717633,0.0002085215033023,15.9099998474121,0.212556687944968,1,Bull,1.963231759983343e-17
2016-05-06,0.0036525057848972,-0.390576011843514,0.0054402271445889,0.0304511676008406,-0.0208471245717788,0.0002828941127423,14.7200002670288,0.19210043490724,1,Bull,2.4603734501642695e-18
2016-05-09,0.0008254074047293,-0.538884528206915,0.0054162730551585,0.0775355754753775,-0.0200385908991025,0.0003354816716592,14.5699996948242,0.18649601456994,1,Bull,5.2043118113353e-19
2016-05-10,0.0123575785639636,-0.677253012478727,0.0059754378927837,0.11888277061826,-0.0078535067941168,0.0003249941026413,13.6300001144409,0.248888977907066,1,Bull,4.640439159369751e-16
2016-05-11,-0.0093986638786374,-0.781637566395968,0.0060750212107901,0.179512717540316,-0.0171346745930506,0.0003258919181365,14.6899995803833,0.198103519593078,1,Bull,5.484925249751926e-19
2016-05-12,0.0002903283285027,-0.445183381676902,0.0056359096327485,0.19984541442679,-0.0168492795188496,0.0003484253617653,14.4099998474121,0.118636472330614,1,Bull,7.949259868918829e-23
2016-05-13,-0.0087525309316642,-0.557603943177336,0.0059260565180374,0.242614681810316,-0.0254167882238279,0.0003509869305381,15.039999961853,0.0950870369999225,1,Bull,6.861396145294584e-23
2016-05-16,0.0098169571270618,-0.250037836862893,0.006356935078708,0.179750169447549,-0.0158022309838605,0.000351809728602,14.6800003051758,0.216339927281142,1,Bull,2.0408372104043677e-17
2016-05-17,-0.0093773569521609,-0.405351864012621,0.0064296826164574,0.328104719519585,-0.024988267091394,0.0003541727480886,15.5699996948242,0.238665837109316,1,Bull,5.306009518500966e-17
2016-05-18,0.0002927544181803,-0.0936089606792442,0.0063672094546506,0.389700721943142,-0.0247027863129665,0.0003549118978563,15.9499998092651,0.247932354869075,1,Bull,1.524069976954018e-16
2016-05-19,-0.0034709273014019,-0.28212459601598,0.0063674934424129,0.487050637332402,-0.0280821039633405,0.0003556445705451,16.3299999237061,0.253599639786163,1,Bull,9.261280491311418e-16
2016-05-20,0.0062976452083303,-0.214615898184366,0.0065064604348244,0.288449998484756,-0.0219419960651476,0.0003563101838135,15.1999998092651,0.28263279905069,1,Bull,1.588323999581909e-14
2016-05-23,-0.0013635280427015,-0.380888014109959,0.0065048845303124,0.319216848800889,-0.0232746967870171,0.0003627872483189,15.8199996948242,0.427292504252103,1,Bull,6.386257613971193e-11
2016-05-24,0.0128787995147306,-0.389087585045902,0.0071563190770022,0.30302190404168,-0.0106142970419358,0.0004187002473347,14.4200000762939,0.488778851623457,1,Bull,4.471314538692903e-09
2016-05-25,0.0067602514871705,-0.524650625578545,0.0073082635213395,0.221882978639747,-0.0039031418826613,0.000479331286009,13.8999996185303,0.519374628654535,1,Bull,4.775065189933573e-10
2016-05-26,0.0002865583548468,-0.660993048289914,0.0072945517828942,0.257635381086799,-0.0036176611042338,0.0005223227092746,13.4300003051758,0.578040461274324,1,Bull,3.1714682470689888e-09
2016-05-27,0.0042904347603842,-0.78969024777797,0.0070391671907668,0.129938765162781,0.0,0.0005435560777452,13.1199998855591,0.496641401873171,1,Bull,2.0081664492687414e-10
2016-05-31,-0.0019042921154452,-0.903422619448951,0.006929163784593,0.0936476148245136,-0.001902480101598,0.0005564436163299,14.1899995803833,0.467337610976182,1,Bull,6.699688035377892e-11
2016-06-01,0.0020469700852574,-0.985525127753294,0.0067437655814454,0.169264733479471,0.0,0.0005609648472679,14.1999998092651,0.473850302751263,1,Bull,7.855524389688062e-11
2016-06-02,0.003038672662929,-1.08335235339053,0.0064165521489699,0.0843670373778918,0.0,0.0005553730693221,13.6300001144409,0.531916865469027,1,Bull,1.0887817474182142e-09
2016-06-03,-0.0029913176684299,-1.16672870316512,0.0063052823410772,0.0755259622043451,-0.0029868481354418,0.0005552787289931,13.4700002670288,0.525020184898862,1,Bull,9.010972043410631e-10
2016-06-06,0.0050756262392566,-1.09353912769981,0.0063513476178952,-0.0355322307755929,0.0,0.000548858391623,13.6499996185303,0.528125987077562,1,Bull,1.5296967190105148e-09
2016-06-07,0.0015601940011622,-1.17233934519382,0.0063316080259168,0.0103839602469409,0.0,0.0005029012448439,14.0500001907349,0.541405077777797,1,Bull,2.140838505757043e-09
2016-06-08,0.0032547952844792,-1.24375432554291,0.006343534981555,-0.044346094054839,0.0,0.000445034107297,14.0799999237061,0.539063512836073,1,Bull,3.3929843187341393e-09
2016-06-09,-0.0013668701366871,-1.30910189418438,0.0058544987678985,-0.0466283490357942,-0.0013659363951844,0.0004527890282081,14.6400003433228,0.52404206058263,1,Bull,1.6669811218595297e-09
2016-06-10,-0.0095227858836075,-1.3326181860477,0.0058653859090865,-0.0532685729355065,-0.010830578355784,0.0004645038481381,17.0300006866455,0.533555073353334,1,Bull,1.3220450292016347e-08
2016-06-13,-0.0077417145615559,-0.842965067104029,0.0061560720138996,0.0075658365621874,-0.0184588795065197,0.0004299481524205,20.9699993133545,0.658266001571135,1,Bull,1.744274288020369e-06
2016-06-14,-0.0019686964017102,-0.530736992382269,0.0058186650693781,0.0361124143911091,-0.0203893351145619,0.0004377168009302,20.5,0.672688665372269,1,Bull,2.9520632973714504e-06
2016-06-15,-0.0013949929420489,-0.557125016968865,0.0054483679665796,0.107481897070146,-0.0217549323573205,0.0004936331338688,20.1399993896484,0.631990470993052,1,Bull,2.4480991774134743e-06
2016-06-16,0.0029799040514513,-0.597758298720764,0.0050092898150323,0.144625642896549,-0.0188355082754464,0.0005858573161136,19.3700008392334,0.614170777470197,1,Bull,1.717939477955979e-06
2016-06-17,-0.0037313871864457,-0.725738791206599,0.0051061519093661,0.215949851825026,-0.0224897908760706,0.000649150760628,19.4099998474121,0.612526579508568,1,Bull,1.3649974351473814e-06
2016-06-20,0.0064194501896288,-0.655144790493135,0.0051657617154347,0.0254253135054443,-0.0161945283352101,0.0006965929557944,18.3700008392334,0.586415601499172,1,Bull,9.25652931306425e-07
2016-06-21,0.0028349586774743,-0.772701403089928,0.0050451003752566,0.0735925205425058,-0.0134015233200784,0.0007431531458213,18.4799995422363,0.575963225664513,1,Bull,6.979343115848734e-08
2016-06-22,-0.0016328140695955,-0.88391634303527,0.005051548110068,0.0792260481661961,-0.0150111407332492,0.0007800663923567,21.1700000762939,0.628726837794336,1,Bull,3.6846161449304076e-06
2016-06-23,0.0129385878717487,-0.913340794236278,0.0050586411650246,0.0873785534858725,-0.0021839720463787,0.0007764371139253,17.25,0.55828853603216,1,Bull,0.0005602947196319939
2016-06-24,-0.0365695337040499,-0.995322175787352,0.0094693853773752,-2.49598182487065,-0.0380144931701908,0.0010494638085507,25.7600002288818,0.71409025939397,2,Panic,0.9999999997726263
2016-06-27,-0.0180722747313924,1.43721717422199,0.0101531411489268,-1.99699156457835,-0.0552436059805121,0.0013499582547801,23.8500003814697,0.752489611603439,2,Panic,0.9999957952074691
2016-06-28,0.0178752654376018,2.12280056945163,0.0109749385026129,-1.46700981718071,-0.0382039945881447,0.001692007357073,18.75,0.785661535558655,2,Panic,0.9998614116957293
2016-06-29,0.0168840814358813,1.69890528853139,0.0116732275522174,-1.25919272398634,-0.021827087035924,0.0020392597300621,16.6399993896484,0.816472380964158,2,Panic,0.9998583342787138
2016-06-30,0.0135533486304453,1.33351387699596,0.0120613717545659,-1.20101844227666,-0.0084793193753456,0.0023531749419819,15.6300001144409,0.842872885746,2,Panic,0.9999137512420796
2016-07-01,0.0020985991888729,1.00446598694546,0.0120515344118364,-1.19306557315232,-0.0063963299637691,0.0025993593968039,14.7700004577637,0.849537983230904,2,Panic,0.9999587981613208
2016-07-05,-0.0072193055905254,0.703584074553663,0.0121394049449238,-1.12645084950032,-0.0135436281865172,0.0028022943637348,15.5799999237061,0.854286451736299,2,Panic,0.9999837517617743
2016-07-06,0.0059794886650159,0.848053723114195,0.0121605486600589,-1.1289453016886,-0.007627453269671,0.0029669569035602,14.960000038147,0.853958835046377,2,Panic,0.9999905077507126
2016-07-07,-0.0006203998765377,0.56815052245353,0.0121546554552933,-1.10446781164104,-0.0082429301345154,0.0030961815122141,14.7600002288818,0.852742840090511,2,Panic,0.9999954514363473
2016-07-08,0.0147810175741832,0.365599775284794,0.0125733538753365,-1.04580157997651,0.0,0.003221790768874,13.1999998092651,0.858943171416776,2,Panic,0.9999992333599249
2016-07-11,0.0035210258777667,0.155291429379362,0.0125860011176551,-1.09853677583428,0.0,0.0032968716321333,13.539999961853,0.877342126919911,2,Panic,0.9999992024498622
2016-07-12,0.0072365296385168,-0.0477962875057966,0.0124464344955303,-1.29823428713318,0.0,0.0033312027105945,13.5500001907349,0.881171193187505,2,Panic,0.99999967337504
2016-07-13,-0.0001394326842216,-0.225456069552219,0.0122784885517306,-1.42225523349282,-0.0001394229639372,0.0033408075654912,13.039999961853,0.878181946170659,2,Panic,0.9999998218882115
2016-07-14,0.0055680833872857,-0.379235094943028,0.0122759625013228,-1.51006276529435,0.0,0.0033053630118725,12.8199996948242,0.852971049871063,2,Panic,0.9999999109859385
2016-07-15,-0.0013429901460178,-0.524703904081718,0.0122752356271418,-1.51090032577627,-0.0013420887383238,0.0032146225839509,12.6700000762939,0.851907580255112,2,Panic,0.9999999131796395
2016-07-18,0.0026839307637285,-0.573228150040011,0.0122743012140324,-1.50773028557992,0.0,0.0030496902707442,12.4399995803833,0.848430598973282,2,Panic,0.9999998367620853
2016-07-19,-0.0010169920523406,-0.703785283843112,0.0122245685583176,-1.55410191227082,-0.0010164750911868,0.0028392369063685,11.9700002670288,0.864698222235079,2,Panic,0.9999997885024864
2016-07-20,0.0041543639991781,-0.725642050349462,0.0121952413040391,-1.54008734949222,0.0,0.0025712367049062,11.7700004577637,0.775190114958021,2,Panic,0.9999997824125112
2016-07-21,-0.0037845495061388,-0.838041232399657,0.0122598905610581,-1.44239086772658,-0.0037773971243493,0.0022041166743825,12.7399997711182,0.780465709550194,2,Panic,0.9999987104974154
2016-07-22,0.0044753786105804,-0.724135042824949,0.0122479235088668,-1.51799538879237,0.0,0.0016913210581946,12.0200004577637,0.757577878186779,2,Panic,0.9998383358575476
2016-07-25,-0.0027197155062017,-0.835737854553734,0.0120263211309759,-1.4538636230334,-0.0027160204305953,0.0007853504666038,12.8699998855591,0.742814450293821,2,Panic,0.9782722681614417
2016-07-26,0.0004615134606718,-0.784571205989819,0.00834822776859,-0.223090470489312,-0.0022556542254823,0.000975887314914,13.0500001907349,0.610065911357368,1,Bull,0.00020153387365467513
2016-07-27,-0.0010617251035336,-0.892974181390815,0.0068932490114975,0.706878938527877,-0.0033144222845279,0.001421195193207,12.8299999237061,0.229668586004121,1,Bull,1.9451441110185424e-17
2016-07-28,0.0011537047472556,-0.896903148448315,0.0061172254575168,0.795234562611511,-0.0021638778353173,0.001872279416481,12.7200002670288,0.181310116314015,1,Bull,5.653269967628126e-19
2016-07-29,0.0016135973031179,-0.992799234503157,0.0052385729500321,0.75694141358035,-0.0005524724295643,0.0023148139480295,11.8699998855591,0.154685655737971,1,Bull,7.5690956981881155e-19
2016-08-01,-0.0008295106849862,-1.08074881998846,0.0046023434076326,0.821555253266801,-0.0013811810739107,0.0027114673075756,12.4399995803833,0.126711613854066,1,Bull,1.1728323439779725e-18
2016-08-02,-0.0064280860615246,-1.13798530723703,0.0049269749387017,0.696346063403862,-0.0077798013111242,0.002982754468777,13.3699998855591,0.163744409307724,1,Bull,5.952789088258509e-16
