Date,Prob_State0,Prob_State1,Prob_State2
2016-01-04,1.0,0.0,2.996008052846659e-197
2016-01-05,0.9999980259546122,2.4448793638717757e-12,1.9740421931406605e-06
2016-01-06,0.9999988226870864,1.627703615002806e-15,1.1773125385654412e-06
2016-01-07,0.9999954622210865,4.940091235577641e-28,4.537779030554706e-06
2016-01-08,0.9999990444453051,9.706300638724574e-38,9.555548555607676e-07
2016-01-11,0.9999997694467576,2.5827525735214616e-43,2.3055312764907073e-07
2016-01-12,0.999999761965256,6.689925513895759e-43,2.3803436024962821e-07
2016-01-13,0.9999996538409195,2.365577303632443e-52,3.4615958042450124e-07
2016-01-14,0.9999996002680636,2.1977436808385146e-58,3.9973209230680884e-07
2016-01-15,0.9999995271992911,2.4200211004695147e-58,4.7280158923535625e-07
2016-01-19,0.999999909718103,1.3388300100232493e-69,9.028127373319934e-08
2016-01-20,0.9999999509655039,8.950894058308637e-78,4.903444394241933e-08
2016-01-21,0.999999971916623,8.623094261766353e-86,2.80834002792977e-08
2016-01-22,0.9999999049541702,7.718878963830003e-80,9.504538597834571e-08
2016-01-25,0.9999999599258452,3.441548623384256e-69,4.00747601032663e-08
2016-01-26,0.9999999637711887,1.7303113234556194e-77,3.6228188630563115e-08
2016-01-27,0.9999999885549187,1.3615703303805913e-72,1.1444872181720961e-08
2016-01-28,0.9999999927040335,9.790686518734711e-83,7.295237044973561e-09
2016-01-29,0.9999997332015839,2.8250795164641944e-75,2.6679917547896553e-07
2016-02-01,0.9999998460625766,3.2510988094520256e-53,1.5393724642873346e-07
2016-02-02,0.999999882738855,3.3028132851686864e-65,1.1726066652982083e-07
2016-02-03,0.9999999398551171,3.311954520597108e-67,6.01452890662581e-08
2016-02-04,0.9999999138781314,4.5939150454286475e-64,8.612117345222276e-08
2016-02-05,0.9999999352621692,1.1400380723558991e-75,6.47379340465158e-08
2016-02-08,0.9999999920128175,2.004976954799497e-91,7.987252797765828e-09
2016-02-09,0.9999999942083377,2.409647995387181e-98,5.791497127500948e-09
2016-02-10,0.9999999962110451,8.594315909596724e-104,3.789789060995724e-09
2016-02-11,0.9999999973661033,2.5810571515933906e-114,2.63367375636281e-09
2016-02-12,0.9999999947576725,5.525725739758607e-119,5.2429666374712845e-09
2016-02-16,0.999999970885256,6.962776763467636e-90,2.9115355620216113e-08
2016-02-17,0.9999998986240877,2.5955349403168945e-68,1.0137569655779408e-07
2016-02-18,0.9999999581759775,2.020364609748904e-57,4.182469712922516e-08
2016-02-19,0.9999999769024728,1.1639747625557943e-61,2.3097645054626583e-08
2016-02-22,0.9999998286966876,8.262979737109558e-61,1.7130260807994884e-07
2016-02-23,0.9999999435767692,4.093111584524349e-54,5.642321909586322e-08
2016-02-24,0.9999999678530008,3.022333909538183e-59,3.214709495448152e-08
2016-02-25,0.9999998977527919,3.10434294221661e-54,1.0224800317088753e-07
2016-02-26,0.9999998517887544,1.0656363303903219e-45,1.4821087398040847e-07
2016-02-29,0.9999999231185969,1.614078068672295e-51,7.688213428484591e-08
2016-03-01,0.9999991516764527,9.756517399475052e-50,8.48322721159236e-07
2016-03-02,0.9999993718795094,7.663382693151562e-31,6.281204046794945e-07
2016-03-03,0.9999995694543958,1.86766764106831e-27,4.3054526675486743e-07
2016-03-04,0.9999991730586553,2.0506164295682097e-25,8.269411826399443e-07
2016-03-07,0.9999988166444108,2.6973964919155205e-24,1.1833547575391368e-06
2016-03-08,0.9999997716495533,3.0903588843137732e-27,2.2835085018453408e-07
2016-03-09,0.9999998064722792,2.5097513454492092e-26,1.9352811948766955e-07
2016-03-10,0.999999804502314,1.2016788359231666e-24,1.9549803434139905e-07
2016-03-11,0.9999979592305768,7.125222633309248e-23,2.040770039710743e-06
2016-03-14,0.9999988219285687,1.743332945005992e-14,1.178071126853767e-06
2016-03-15,0.9999990972996311,2.6422492174441727e-15,9.027009498653943e-07
2016-03-16,0.9999993873900224,2.048396136774234e-15,6.126107242182053e-07
2016-03-17,0.9999992039596222,2.9852291152409693e-12,7.960365816372753e-07
2016-03-18,0.9999990840719521,6.838393678786486e-10,9.152447055986939e-07
2016-03-21,0.99999900226662,5.121291809023666e-09,9.92611357581068e-07
2016-03-22,0.9999989137146701,1.3450580028102102e-08,1.072835181621422e-06
2016-03-23,0.9999997896993812,3.45569249573664e-09,2.0684555381038982e-07
2016-03-24,0.9999998532948774,5.362935416729585e-10,1.4616802464533992e-07
2016-03-28,0.9999996260304005,1.935056424630443e-09,3.720343922956397e-07
2016-03-29,0.9999991538083065,2.9415173929424297e-08,8.16776137800525e-07
2016-03-30,0.9988876274271593,0.0011106375163800906,1.7350572149654722e-06
2016-03-31,0.9777753469172662,0.02222464974238351,3.340683788463077e-09
2016-04-01,0.9708055851119707,0.02919440914257572,5.74460421430209e-09
2016-04-04,0.9684264107609056,0.03157358148401091,7.755717868491927e-09
2016-04-05,0.9936701432629784,0.006328499338165389,1.3573988779071197e-06
2016-04-06,0.9957449801810058,0.004254861499252706,1.5831896599644017e-07
2016-04-07,0.9952249552407877,0.0047713443343726895,3.700425165098222e-06
2016-04-08,0.9913105995164424,0.008682692082327954,6.70840193557414e-06
2016-04-11,0.9555551770463894,0.04440059581572368,4.4227137577608406e-05
2016-04-12,0.7403463892133072,0.2593473440652466,0.00030626672085960527
2016-04-13,0.03645184185411581,0.9635189124277238,2.9245717654500837e-05
